tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0290867,movie,La spagnola,La spagnola,0,2001,,87,"Comedy,Drama"
tt0290879,movie,The Legend of Suriyothai,Suriyothai,0,2001,,185,"Action,Adventure,Biography"
tt0290884,movie,Tail Sting,Tail Sting,0,2001,,93,"Action,Adventure,Horror"
tt0290895,movie,Sugar Times,Tiempos de azúcar,0,2001,,105,"Drama,Romance"
tt0290941,movie,The Last Supper or How Two Madmen Made a Film,Zadnja vecerja,0,2001,,94,"Comedy,Romance"
tt0291003,movie,Behind the Sun,Abril Despedaçado,0,2001,,105,Drama
tt0291009,movie,Akasha,Akasha,0,2001,,82,Fantasy
tt0291046,movie,Blue Remains,Burû rimein,0,2001,,77,"Action,Animation,Drama"
tt0291063,movie,Candidature,Candidature,0,2001,,45,"Comedy,Drama"
tt0291117,movie,"Crème glacée, chocolat et autres consolations","Crème glacée, chocolat et autres consolations",0,2001,,97,"Comedy,Drama,Romance"
tt0291177,movie,Silent Grace,Silent Grace,0,2001,,87,Drama
tt0291183,movie,Fragile as the World,Frágil Como o Mundo,0,2001,,90,"Drama,Romance"
tt0291265,movie,Instinct to Kill,Instinct to Kill,0,2001,,90,"Action,Thriller"
tt0291274,movie,Jak ukrást Dagmaru,Jak ukrást Dagmaru,0,2001,,75,Comedy
tt0291310,movie,La libertad,La libertad,0,2001,,73,Drama
tt0291319,movie,Lunar Girl,Lunar Girl,0,2001,,85,"Drama,Music"
tt0291327,movie,Manolito Gafotas en ¡Mola ser jefe!,Manolito Gafotas en ¡Mola ser jefe!,0,2001,,92,Comedy
tt0291341,movie,Mean Machine,Mean Machine,0,2001,,99,"Comedy,Crime,Drama"
tt0291350,movie,Millennium Actress,Sennen joyû,0,2001,,87,"Animation,Drama,Fantasy"
tt0291368,movie,Más pena que Gloria,Más pena que Gloria,0,2001,,91,Comedy
tt0291376,movie,Nayak: The Real Hero,Nayak: The Real Hero,0,2001,,187,"Action,Drama,Thriller"
tt0291407,movie,P.O.V,P.O.V,0,2001,,107,"Horror,Thriller"
tt0291424,movie,Bounty Huntress: Undercover,Pleasures of Sin,0,2001,,84,"Action,Crime,Drama"
tt0291433,movie,The Process of Creative Deception,The Process of Creative Deception,0,2001,,106,Drama
tt0291451,movie,Riverplay,Riverplay,0,2001,,82,Thriller
tt0291454,movie,Runnin' at Midnite,Runnin' at Midnite,0,2001,,110,Drama
tt0291458,movie,Sagitario,Sagitario,0,2001,,109,"Comedy,Drama"
tt0291507,movie,A Cab for Three,Taxi Para Tres,0,2001,,90,"Crime,Drama,Thriller"
tt0291530,movie,Larger Than Life,Tuhog,0,2001,,105,Drama
tt0291540,movie,Unsettled,Unsettled,0,2001,,85,Drama
tt0291559,movie,Wave Twisters,Wave Twisters,0,2001,,46,"Adventure,Animation,Musical"
tt0291742,movie,Cat Hairs,Balahibong pusa,0,2001,,101,"Crime,Drama,Romance"
tt0291753,movie,Reisei to jônetsu no aida,Reisei to jônetsu no aida,0,2001,,125,Romance
tt0291770,movie,Bottomfeeders,Bottomfeeders,0,2001,,92,Comedy
tt0291847,movie,Haru,Haru,0,2001,,112,"Drama,Romance"
tt0291935,movie,In the Bosom of the Enemy,Gatas... Sa dibdib ng kaaway,0,2001,,101,"Drama,War"
tt0291942,movie,Fish People,Gente pez,0,2001,,89,Comedy
tt0291959,movie,The Happy Cricket from the Amazon,O Grilo Feliz,0,2001,,80,"Action,Adventure,Animation"
tt0292004,movie,Firefly Dreams,Ichiban utsukushî natsu,0,2001,,105,Drama
tt0292028,movie,Janky and Jerome,Janky and Jerome,0,2001,,112,"Adventure,Comedy,Family"
tt0292066,movie,Lan Yu,Lan Yu,0,2001,,86,"Drama,Romance"
tt0292090,movie,Man-hole,Man-hole,0,2001,,109,Drama
tt0292108,movie,Mila,Mila,0,2001,,116,Drama
tt0292168,movie,Palermo flüstert,Palermo flüstert,0,2001,,90,Drama
tt0292171,movie,Whispering Sands,Pasir Berbisik,0,2001,,106,Drama
tt0292172,movie,A Passage to Ottawa,A Passage to Ottawa,0,2001,,90,"Drama,Family"
tt0292346,movie,The Waking,The Waking,0,2001,,97,Horror
tt0292429,movie,Altered Species,Altered Species,0,2001,,91,"Horror,Sci-Fi,Thriller"
tt0292432,movie,Absolute Hundred,Apsolutnih sto,0,2001,,93,"Action,Crime,Drama"
tt0292459,movie,The Boys of Sunset Ridge,The Boys of Sunset Ridge,0,2001,,90,Drama
tt0292490,movie,Dil Chahta Hai,Dil Chahta Hai,0,2001,,183,"Comedy,Drama,Romance"
tt0292502,movie,Endgame,Endgame,0,2001,,109,"Drama,Thriller"
tt0292542,movie,Son of the Bride,El hijo de la novia,0,2001,,123,"Comedy,Drama"
tt0292648,movie,Sass,Sass,0,2001,,112,"Crime,Drama"
tt0292707,movie,Superstition,Superstition,0,2001,,93,"Drama,Mystery,Thriller"
tt0292740,movie,Yeh Raaste Hain Pyaar Ke,Yeh Raaste Hain Pyaar Ke,0,2001,,149,"Action,Drama,Romance"
tt0292887,movie,A Real Job,A Real Job,0,2001,,94,"Comedy,Romance"
tt0292895,movie,As a Man,L'afrance,0,2001,,90,"Drama,Romance"
tt0292964,movie,Beginner's Luck,Beginner's Luck,0,2001,,84,"Comedy,Drama"
tt0292996,movie,Bug Off!,Bug Off!,0,2001,,84,"Comedy,Family,Fantasy"
tt0293018,movie,The Heart of the Bear,Karu süda,0,2001,,124,"Drama,Romance"
tt0293049,movie,Back-Lighted,Contraluz,0,2001,,98,Drama
tt0293082,movie,Delbaran,Delbaran,0,2001,,96,Drama
tt0293083,movie,The Dervish,Il derviscio,0,2001,,132,Drama
tt0293107,movie,Conjugation,Dong ci bian wei,0,2001,,97,"Drama,Romance"
tt0293117,movie,Déjala correr,Déjala correr,0,2001,,86,"Comedy,Drama,Fantasy"
tt0293153,movie,Fifi Martingale,Fifi Martingale,0,2001,,127,Comedy
tt0293176,movie,Get Well Soon,Get Well Soon,0,2001,,95,"Comedy,Drama,Romance"
tt0293266,movie,The Humanist,The Humanist,0,2001,,95,"Comedy,Drama,Thriller"
tt0293272,movie,I'll Wait on You Hand and Foot,Ich werde dich auf Händen tragen,0,2001,,62,Drama
tt0293280,movie,Indian Summer,Indian seommeo,0,2001,,104,"Crime,Drama"
tt0293342,movie,Lajja,Lajja,0,2001,,202,"Action,Crime,Drama"
tt0293416,movie,Metropolis,Metoroporisu,0,2001,,108,"Adventure,Animation,Drama"
tt0293425,movie,Das Monstrum,Das Monstrum,0,2001,,90,"Adventure,Comedy,Crime"
tt0293442,movie,The Butterfly,Nabi,0,2001,,116,Sci-Fi
tt0293463,movie,Non è giusto,Non è giusto,0,2001,,100,"Comedy,Romance"
tt0293478,movie,St. John's Wort,Otogiriso,0,2001,,85,"Horror,Mystery,Thriller"
tt0293538,movie,Radio,Radyo,0,2001,,95,"Comedy,Thriller"
tt0293552,movie,Red Diaries,Red Diaries,0,2001,,156,"Comedy,Drama,Romance"
tt0293573,movie,Say Yes,Sae-yi yaeseu,0,2001,,104,"Crime,Drama,Romance"
tt0293574,movie,Scheherazade,Scheherazade,0,2001,,84,Drama
tt0293664,movie,Treed Murray,Treed Murray,0,2001,,90,"Drama,Thriller"
tt0293667,movie,Tsatsiki: Friends Forever,Tsatsiki - Vänner för alltid,0,2001,,89,Family
tt0293700,movie,What a Man Wouldn't Do for a Woman,What a Man Wouldn't Do for a Woman,0,2001,,86,"Comedy,Romance"
tt0293715,movie,My Sassy Girl,Yeopgijeogin geunyeo,0,2001,,137,"Comedy,Drama,Romance"
tt0293720,movie,The Glow,Zimzum,0,2001,,86,Drama
tt0293802,movie,L'engrenage,L'engrenage,0,2001,,97,Crime
tt0293822,movie,Genesis,Genesis,0,2001,,80,"Comedy,Drama"
tt0293849,movie,The Little Polar Bear,Der kleine Eisbär,0,2001,,78,"Adventure,Animation,Family"
tt0293859,movie,Macbeth: The Comedy,Macbeth: The Comedy,0,2001,,91,Comedy
tt0293885,movie,Running Blue,Norang meori 2,0,2001,,102,Drama
tt0293901,movie,Poranek kojota,Poranek kojota,0,2001,,100,Comedy
tt0294239,movie,100 Pro,100 Pro,0,2001,,86,Comedy
tt0294251,movie,2002,2002,0,2001,,94,"Action,Comedy,Fantasy"
tt0294264,movie,Aalavandhan,Aalavandhan,0,2001,,177,"Action,Crime,Thriller"
tt0294280,movie,Red Shadow: Akakage,Red Shadow: Akakage,0,2001,,108,"Action,Adventure,Comedy"
tt0294289,movie,American Adobo,American Adobo,0,2001,,104,"Comedy,Romance"
tt0294353,movie,Kiss Me Much,Besame mucho,0,2001,,100,Drama
tt0294413,movie,Buck Naked Arson,Buck Naked Arson,0,2001,,85,"Comedy,Drama"
tt0294543,movie,Xuxa and the Elves,Xuxa e os Duendes,0,2001,,90,"Adventure,Comedy,Family"
tt0294578,movie,Fish in a Barrel,Fish in a Barrel,0,2001,,85,"Comedy,Drama"
tt0294638,movie,I Love You,I Love You,0,2001,,90,Romance
tt0294640,movie,I'd Rather Be... Gone,I'd Rather Be... Gone,0,2001,,105,"Comedy,Drama"
tt0294666,movie,Scammers,Kamo,0,2001,,100,"Action,Comedy,Crime"
tt0294677,movie,Kommando Störtebeker,Kommando Störtebeker,0,2001,,83,"Adventure,Animation"
tt0294703,movie,Mapmaker,Mapmaker,0,2001,,100,Thriller
tt0294707,movie,Killer Housewives,Marujas asesinas,0,2001,,105,"Comedy,Crime,Drama"
tt0294725,movie,Me and Morrison,Minä ja Morrison,0,2001,,91,"Crime,Romance"
tt0294779,movie,Neutre,Neutre,0,2001,,92,Drama
tt0294783,movie,Playing Music,Niech gra muzyka,0,2001,,72,"Drama,Music"
tt0294786,movie,Night of a Thousand Screams,Night of a Thousand Screams,0,2001,,100,"Horror,Thriller"
tt0294832,movie,Paradise Villa,Paradise Villa,0,2001,,100,"Drama,Thriller"
tt0294849,movie,Prazdnik,Prazdnik,0,2001,,89,"Drama,Romance,War"
tt0294916,movie,Kick the Moon,Sillaui dalbam,0,2001,,118,"Comedy,Drama"
tt0294929,movie,Sorum,Sorum,0,2001,,109,"Drama,Horror,Mystery"
tt0294939,movie,The Bomber,Sprängaren,0,2001,,128,"Crime,Drama,Mystery"
tt0294949,movie,Last Present,Sun Mool,0,2001,,113,"Drama,Romance"
tt0294982,movie,Twice Today,Twice Today,0,2001,,80,Drama
tt0294997,movie,Utopia Blues,Utopia Blues,0,2001,,98,Drama
tt0295116,movie,La loi du cochon,La loi du cochon,0,2001,,98,"Action,Comedy,Thriller"
tt0295145,movie,The Moonhunter,"14 tula, songkram prachachon",0,2001,,107,"Biography,Drama,History"
tt0295152,movie,The Abrafaxe: Under the Black Flag,Die Abrafaxe - Unter schwarzer Flagge,0,2001,,81,"Adventure,Animation,Comedy"
tt0295165,movie,My Mother,Anam,0,2001,,86,Drama
tt0295171,movie,"Anita, the Insect Hunter","Anita, la cazadora de insectos",0,2001,,93,Drama
tt0295179,movie,L'autre monde,L'autre monde,0,2001,,95,"Crime,Drama,War"
tt0295192,movie,One Fine Spring Day,Bomnaleun ganda,0,2001,,106,"Drama,Romance"
tt0295197,movie,A House with a View of the Sea,Una casa con vista al mar,0,2001,,93,Drama
tt0295200,movie,Silence,Cisza,0,2001,,89,Drama
tt0295206,movie,Cornman: American Vegetable Hero,Cornman: American Vegetable Hero,0,2001,,70,"Action,Adventure,Comedy"
tt0295252,movie,Fantômes,Fantômes,0,2001,,95,Drama
tt0295258,movie,Final Romance,Yuen mong shu,0,2001,,97,"Comedy,Drama,Romance"
tt0295281,movie,Giraffes,Girafot,0,2001,,115,"Action,Drama"
tt0295320,movie,Hong Kong Pie,Heung Gong ju nam,0,2001,,87,Comedy
tt0295366,movie,Under the Stars,Kato apo t' astra,0,2001,,87,Drama
tt0295368,movie,Guns & Talks,Killerdeului suda,0,2001,,120,"Action,Comedy,Drama"
tt0295425,movie,Marriages,Mariages,0,2001,,95,"Drama,History,Romance"
tt0295435,movie,Metamorphosis,Se jie,0,2001,,82,Drama
tt0295461,movie,My Schoolmate the Barbarian,Wo de Ye man Tong xue,0,2001,,94,"Action,Comedy"
tt0295473,movie,Merry Christmas,Merry Christmas,0,2001,,98,Comedy
tt0295476,movie,Newtown,Newtown,0,2001,,70,Comedy
tt0295522,movie,Planet der Kannibalen,Planet der Kannibalen,0,2001,,91,"Comedy,Crime,Mystery"
tt0295552,movie,Rare Birds,Rare Birds,0,2001,,99,"Comedy,Drama,Mystery"
tt0295556,movie,Real Time: Siege at Lucas Street Market,Real Time: Siege at Lucas Street Market,0,2001,,71,"Crime,Thriller"
tt0295563,movie,Requiem,Requiem,0,2001,,90,Drama
tt0295573,movie,La rosa azul,La rosa azul,0,2001,,143,Drama
tt0295578,movie,Running Out of Time 2,Am zin 2,0,2001,,95,"Crime,Mystery"
tt0295581,movie,Savages,Salvajes,0,2001,,98,Drama
tt0295603,movie,Shirdi Sai Baba,Shirdi Sai Baba,0,2001,,150,"Drama,Mystery"
tt0295618,movie,So Faraway and Blue,So Faraway and Blue,0,2001,,78,Drama
tt0295627,movie,Spudmonkey,Spudmonkey,0,2001,,88,Comedy
tt0295629,movie,Station,Stacja,0,2001,,96,Crime
tt0295634,movie,Stereo Future,Stereo Future,0,2001,,111,"Comedy,Romance"
tt0295636,movie,Stille Liebe,Stille Liebe,0,2001,,90,Drama
tt0295640,movie,Suck My Dick,Suck My Dick,0,2001,,82,Comedy
tt0295661,movie,Tirana Year Zero,"Tirana, année zéro",0,2001,,89,"Comedy,Drama,Romance"
tt0295671,movie,L'uomo in più,L'uomo in più,0,2001,,100,"Comedy,Drama"
tt0295682,movie,The Warrior,The Warrior,0,2001,,86,"Adventure,Drama"
tt0295708,movie,All Right,All Right,0,2001,,75,Drama
tt0295715,movie,Sorority Girls' Revenge,Sorority Girls' Revenge,0,2001,,90,Comedy
tt0295906,movie,Runaway,Zou tou you lu,0,2001,,99,"Action,Comedy"
tt0295925,movie,"Death, Deceit & Destiny Aboard the Orient Express","Death, Deceit & Destiny Aboard the Orient Express",0,2001,,92,"Action,Thriller"
tt0295959,movie,Sons and Daughters,Figli/Hijos,0,2001,,92,Drama
tt0295989,movie,High Adventure,High Adventure,0,2001,,102,"Action,Adventure,Fantasy"
tt0296008,movie,Inch'Allah dimanche,Inch'Allah dimanche,0,2001,,98,"Biography,Drama"
tt0296016,movie,The Dutchman's Island,L'illa de l'holandès,0,2001,,107,Drama
tt0296032,movie,Scarecrow,Kakashi,0,2001,,86,"Fantasy,Horror"
tt0296034,movie,Laam goh lui cheung,Laam goh lui cheung,0,2001,,93,Comedy
tt0296042,movie,Ichi the Killer,Koroshiya 1,0,2001,,129,"Action,Crime,Drama"
tt0296067,movie,The Mad Songs of Fernanda Hussein,The Mad Songs of Fernanda Hussein,0,2001,,168,Drama
tt0296074,movie,Marco Polo: Return to Xanadu,Marco Polo: Return to Xanadu,0,2001,,82,"Adventure,Animation,Biography"
tt0296162,movie,Putih,Putih,0,2001,,90,"Animation,Drama"
tt0296210,movie,Deep Breath,Le souffle,0,2001,,77,Drama
tt0296494,movie,Gimme Gimme,Ngoi soeng ngo baa,0,2001,,101,Drama
tt0296519,movie,Bala perdida,Bala perdida,0,2001,,105,"Crime,Drama,Romance"
tt0296621,movie,Everybody Says I'm Fine!,Everybody Says I'm Fine!,0,2001,,103,"Drama,Fantasy,Romance"
tt0296658,movie,Take Care of My Cat,Go-yang-i-leul boo-tak-hae,0,2001,,112,Drama
tt0296660,movie,Gwangsigog,Gwangsigog,0,2001,,102,Action
tt0296696,movie,My Wife Is a Gangster,Jopog manura,0,2001,,107,"Action,Comedy,Crime"
tt0296707,movie,Khaled,Khaled,0,2001,,85,Drama
tt0296788,movie,Olsen Gang Junior,Olsen Banden Junior,0,2001,,85,"Comedy,Crime"
tt0296809,movie,Porto of My Childhood,Porto da Minha Infância,0,2001,,61,"Biography,Drama"
tt0296842,movie,Die Scheinheiligen,Die Scheinheiligen,0,2001,,80,Comedy
tt0296845,movie,Little Secrets,Little Secrets,0,2001,,96,"Comedy,Drama,Family"
tt0296846,movie,Senza filtro,Senza filtro,0,2001,,95,"Action,Comedy,Drama"
tt0296893,movie,Texas Night Train,Texas Night Train,0,2001,,75,Horror
tt0296919,movie,Virtual Reality,Virtualna stvarnost,0,2001,,93,"Action,Drama,Thriller"
tt0297002,movie,Severnoe siyanie,Severnoe siyanie,0,2001,,93,"Drama,Romance"
tt0297024,movie,Betaville,Betaville,0,2001,,99,"Comedy,Family,Fantasy"
tt0297067,movie,Daddy,Daddy,0,2001,,157,Drama
tt0297080,movie,Deuces,Deuces,0,2001,,90,"Sci-Fi,Thriller"
tt0297107,movie,Escape to Paradise,Escape to Paradise,0,2001,,90,Drama
tt0297132,movie,Garcea si oltenii,Garcea si oltenii,0,2001,,90,Comedy
tt0297150,movie,Gohae,Gohae,0,2001,,100,Drama
tt0297158,movie,Gyodoso World Cup,Gyodoso World Cup,0,2001,,104,"Comedy,Drama"
tt0297161,movie,Seafood,Haixian,0,2001,,86,Drama
tt0297168,movie,The Last Witness,Heugsuseon,0,2001,,104,"Action,Drama,Mystery"
tt0297236,movie,Koko ni irukoto,Koko ni irukoto,0,2001,,115,Romance
tt0297241,movie,Kyo Kii... Main Jhuth Nahin Bolta,Kyo Kii... Main Jhuth Nahin Bolta,0,2001,,131,"Action,Comedy,Drama"
tt0297242,movie,Taking Moses for a Ride,Kyytiä Moosekselle,0,2001,,75,"Comedy,Drama,Family"
tt0297259,movie,Living in Missouri,Living in Missouri,0,2001,,90,"Comedy,Drama"
tt0297282,movie,Midnight Days,Midnight Days,0,2001,,60,"Drama,Fantasy,Horror"
tt0297305,movie,Wave,Nami,0,2001,,111,Drama
tt0297307,movie,Necrocam,Necrocam,0,2001,,50,Drama
tt0297316,movie,Summer Love,O da Beni Seviyor,0,2001,,106,Drama
tt0297319,movie,She Likes Red Star,Ona voli Zvezdu,0,2001,,104,Comedy
tt0297367,movie,Rush!,Rush!,0,2001,,100,"Comedy,Crime"
tt0297380,movie,Sarkici,Sarkici,0,2001,,125,"Comedy,Drama"
tt0297384,movie,Separate Ways,Separate Ways,0,2001,,98,"Drama,Thriller"
tt0297398,movie,Silence... We're Rolling,Skoot hansawwar,0,2001,,102,"Comedy,Drama,Musical"
tt0297402,movie,Sonhos Tropicais,Sonhos Tropicais,0,2001,,120,Drama
tt0297403,movie,South West 9,South West 9,0,2001,,90,Drama
tt0297414,movie,Summertime,Sseommeotaim,0,2001,,104,"Drama,Thriller"
tt0297425,movie,Terrarossa,Terrarossa,0,2001,,90,Drama
tt0297441,movie,Troublesome Night 11,Yam yeung lo 11: Liu gwai lo min,0,2001,,92,"Comedy,Horror"
tt0297456,movie,Visionaires,Visionarios,0,2001,,108,Drama
tt0297462,movie,Waikiki Brothers,Waikiki beuladeoseu,0,2001,,109,Drama
tt0297721,movie,All About Lily Chou-Chou,Riri Shushu no subete,0,2001,,146,"Crime,Drama,Music"
tt0297750,movie,Au-delà de Gibraltar,Au-delà de Gibraltar,0,2001,,105,Drama
tt0297769,movie,The Bounty Huntress,Beautiful Bounty,0,2001,,98,"Action,Drama"
tt0297811,movie,Brazilero,Brazilero,0,2001,,95,"Comedy,Drama"
tt0297856,movie,Days of Nietzsche in Turin,Dias de Nietzsche em Turim,0,2001,,85,Drama
tt0297873,movie,Elixir,Elixir,0,2001,,82,"Action,Adventure,Crime"
tt0297905,movie,Harmful Insect,Gaichû,0,2001,,92,Drama
tt0297928,movie,The Treatment,Gua sha,0,2001,,100,Drama
tt0297983,movie,Ittefaq,Ittefaq,0,2001,,138,"Action,Comedy,Drama"
tt0298109,movie,A Dog Called Pain,Un perro llamado Dolor,0,2001,,90,"Animation,Sci-Fi"
tt0298127,movie,Resolution,Resolution,0,2001,,86,"Drama,Thriller"
tt0298137,movie,Sagishi ippei 7,Sagishi ippei 7,0,2001,,76,Comedy
tt0298152,movie,Sisid,Sisid,0,2001,,100,Drama
tt0298169,movie,Strass,Strass,0,2001,,70,Drama
tt0298202,movie,United We Stand and Swim,Sui jeuk fun ji,0,2001,,91,"Comedy,Romance"
tt0298207,movie,La Vida Rosa,La Vida Rosa,0,2001,,113,"Crime,Drama,Romance"
tt0298234,movie,Der Zimmerspringbrunnen,Der Zimmerspringbrunnen,0,2001,,94,Comedy
tt0298238,movie,Quitting,Zuotian,0,2001,,114,"Biography,Drama,Music"
tt0298248,movie,Au hasard l'amour,Au hasard l'amour,0,2001,,55,"Adventure,Drama"
tt0298256,movie,Card Sharks,Card Sharks,0,2001,,98,"Action,Comedy"
tt0298265,movie,Change My Life,Change-moi ma vie,0,2001,,101,Drama
tt0298293,movie,Danny in the Sky,Danny in the Sky,0,2001,,88,Drama
tt0298317,movie,On the Road to Emmaus,Emmauksen tiellä,0,2001,,80,"Comedy,Musical"
tt0298359,movie,Her Majesty,Her Majesty,0,2001,,107,Family
tt0298361,movie,Hera Purple,Hera Purple,0,2001,,89,Thriller
tt0298382,movie,A Janela (Maryalva Mix),A Janela (Maryalva Mix),0,2001,,104,Comedy
tt0298412,movie,Days Like This,Leva livet,0,2001,,95,Drama
tt0298514,movie,Ravanaprabhu,Ravanaprabhu,0,2001,,168,"Action,Drama,Romance"
tt0298550,movie,Shot in the Face,Shot in the Face,0,2001,,78,"Comedy,Crime,Romance"
tt0298574,movie,Tobi y el libro mágico,Tobi y el libro mágico,0,2001,,92,"Family,Fantasy"
tt0298577,movie,Sailing Home,Tornando a casa,0,2001,,88,Drama
tt0298593,movie,Let's Have the Truth About Love,"La verità, vi prego, sull'amore",0,2001,,106,"Comedy,Romance"
tt0298606,movie,Yeh Teraa Ghar Yeh Meraa Ghar,Yeh Teraa Ghar Yeh Meraa Ghar,0,2001,,175,"Comedy,Drama"
tt0298607,movie,Yeh Zindagi Ka Safar,Yeh Zindagi Ka Safar,0,2001,,146,"Drama,Romance"
tt0298780,movie,"Big Man, Little Love",Büyük Adam Küçük Ask,0,2001,,120,Drama
tt0298786,movie,Caramuru: The Invention of Brazil,Caramuru: A Invenção do Brasil,0,2001,,85,"Comedy,Fantasy,Romance"
tt0298818,movie,Cruel Masters,Cruel Masters,0,2001,,70,Drama
tt0298826,movie,Hi! Dharma!,Dalmaya nolja,0,2001,,96,"Comedy,Drama"
tt0298865,movie,Fear of the Dark,Fear of the Dark,0,2001,,90,"Drama,Horror,Mystery"
tt0298943,movie,The Uninvited,Jelangkung,0,2001,,102,Horror
tt0298946,movie,Strawberries with Real Milk,Jordgubbar med riktig mjölk,0,2001,,90,"Comedy,Drama"
tt0298954,movie,Crying... Silicon Tears,To klama vgike ap' ton Paradeiso,0,2001,,110,"Comedy,Musical"
tt0299022,movie,The Reaper,Mananabas,0,2001,,107,"Action,Horror,Thriller"
tt0299024,movie,Marsinah,Marsinah,0,2001,,115,"Crime,Drama"
tt0299025,movie,Maruf,Maruf,0,2001,,103,"Drama,Fantasy,Mystery"
tt0299027,movie,Maya,Maya,0,2001,,105,Drama
tt0299040,movie,Momo,Momo alla conquista del tempo,0,2001,,80,"Animation,Family,Fantasy"
tt0299088,movie,Human Pork Chop,Pang see: Song jun tin leung,0,2001,,88,"Biography,Crime,Horror"
tt0299109,movie,There Is a Secret in My Soup,Ren tou dou fu tang,0,2001,,84,"Biography,Crime,Horror"
tt0299187,movie,Tragedi,Tragedi,0,2001,,120,Action
tt0299213,movie,Waterboys,Wôtâ bôizu,0,2001,,91,"Comedy,Sport"
tt0299549,movie,Blond & Brunettes,Blond & Brunettes,1,2001,,95,Adult
tt0299594,movie,Brief Crossing,Brève traversée,0,2001,,84,"Comedy,Drama,Romance"
tt0299619,movie,Bécassine: Le Trésor viking,Bécassine: Le Trésor viking,0,2001,,85,"Animation,Family"
tt0299712,movie,They Crawl,They Crawl,0,2001,,93,"Horror,Sci-Fi,Thriller"
tt0299744,movie,Dead Room,Dead Room,0,2001,,102,Horror
tt0299745,movie,The Deadly Disciple,The Deadly Disciple,0,2001,,90,"Action,Comedy"
tt0299775,movie,Dos ekis,Dos ekis,0,2001,,115,"Crime,Romance,Thriller"
tt0299809,movie,Déjà vu,Déjà vu,0,2001,,75,Thriller
tt0299873,movie,Fausto 5.0,Fausto 5.0,0,2001,,93,"Drama,Fantasy,Horror"
tt0299876,movie,Loco Fever,La Fiebre del Loco,0,2001,,97,"Comedy,Drama,Romance"
tt0299898,movie,The Photograph,Fotograf,0,2001,,66,Drama
tt0299937,movie,Go,Go,0,2001,,122,Drama
tt0299982,movie,Rain of Light,Hikari no ame,0,2001,,130,Drama
tt0299995,movie,The Miroslav Holdinc Co.,Holding,0,2001,,102,Comedy
tt0300016,movie,I Love You Baby,I Love You Baby,0,2001,,110,"Comedy,Drama,Romance"
tt0300028,movie,Indian,Indian,0,2001,,178,"Action,Crime,Drama"
tt0300106,movie,Landfall,Landfall,0,2001,,94,"Adventure,Drama,Romance"
tt0300186,movie,My Brother the Vampire,"Mein Bruder, der Vampir",0,2001,,94,"Comedy,Drama,Romance"
tt0300197,movie,Midnight Fly,Huang xin jia qi,0,2001,,110,Drama
tt0300204,movie,Misuzu,Misuzu,0,2001,,105,Drama
tt0300262,movie,Newenas weite Reise,Newenas weite Reise,0,2001,,85,"Drama,Family"
tt0300298,movie,On Their Knees,On Their Knees,0,2001,,76,Comedy
tt0300361,movie,Portret podwójny,Portret podwójny,0,2001,,114,Drama
tt0300406,movie,Reich,Reich,0,2001,,89,"Action,Crime,Drama"
tt0300456,movie,Scheme C6,Scheme C6,0,2001,,97,"Crime,Drama,Romance"
tt0300522,movie,Fate as a Rat,Sudbata kato pluh,0,2001,,75,"Comedy,Crime"
tt0300528,movie,Sister Smile,Suor Sorriso,0,2001,,98,Drama
tt0300633,movie,Wanee & Junah,Wanee wa Junah,0,2001,,115,"Drama,Romance"
tt0300657,movie,The Hexer,Wiedzmin,0,2001,,130,"Adventure,Fantasy"
tt0300692,movie,Luxurious Bone,Zeitaku na hone,0,2001,,107,Drama
tt0300888,movie,12 Hours,12 horas,0,2001,,89,"Comedy,Drama,Music"
tt0300926,movie,Alles wegen Paul,Alles wegen Paul,0,2001,,75,Comedy
tt0301179,movie,Deewaanapan,Deewaanapan,0,2001,,153,"Action,Romance"
tt0301214,movie,"My Boss, My Hero",Dusabu ilche,0,2001,,98,"Action,Comedy,Crime"
tt0301240,movie,Moksha: Salvation,Moksha: Salvation,0,2001,,150,"Crime,Drama,Thriller"
tt0301250,movie,Tera Mera Saath Rahen,Tera Mera Saath Rahen,0,2001,,148,Drama
tt0301254,movie,Visions of Sugarplums,Visions of Sugarplums,0,2001,,78,Comedy
tt0301280,movie,Exiles in Paradise,Exiles in Paradise,0,2001,,90,Drama
tt0301325,movie,The Faith of the Volcano,La fé del volcán,0,2001,,90,Drama
tt0301326,movie,Gaajal,Gaajal,0,2001,,66,"Musical,Romance"
tt0301429,movie,Volcano High,Hwasango,0,2001,,120,"Action,Comedy,Fantasy"
tt0301431,movie,Héroes de cartón,Héroes de cartón,0,2001,,101,"Comedy,Drama"
tt0301437,movie,Igeoshi beobida,Igeoshi beobida,0,2001,,114,"Action,Crime"
tt0301481,movie,Jol,Jol,0,2001,,85,Drama
tt0301499,movie,Kameleon,Kameleon,0,2001,,110,"Action,Drama"
tt0301520,movie,Queen of the Night,Kraljica noci,0,2001,,95,"Drama,Sport"
tt0301564,movie,Low Fat Elephants,Low Fat Elephants,0,2001,,90,"Comedy,Romance"
tt0301587,movie,The Chimp,Maimil,0,2001,,98,Drama
tt0301642,movie,Más bien,Más bien,0,2001,,104,Drama
tt0301647,movie,Nada x perder,Nada x perder,0,2001,,120,"Action,Crime,Thriller"
tt0301677,movie,Nutcracker,Nutcracker,0,2001,,81,"Drama,Horror,Mystery"
